出現形,基幹表現,部位,方言地方,標準病名,ICD-10,エビデンス
吐く,-1,-1,-1,嘔吐症,R11,AEX
吐く事,,,-1,嘔吐症,R11,CS
吐瀉,,,-1,嘔吐症,R11,CS
戻してしまう,,,-1,嘔吐症,R11,CS
戻す,,,-1,嘔吐症,R11,CS
嘔吐,-1,-1,-1,嘔吐症,R11,AEX
きのうしょうがい,,,-1,"嚥下協調障害,嚥下障害",R13,CS
しょうがい,,,-1,"嚥下協調障害,嚥下障害",R13,CS
のど詰まり,,,-1,"嚥下協調障害,嚥下障害",R13,CS
のみこめん,,,-1,"嚥下協調障害,嚥下障害",R13,CS
はきくだし,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込みずらい,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込みづらい,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込みにくい,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込みに問題がある,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込むことが難しくなる,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込むことに関する障害,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込む機能が衰えること,,,-1,"嚥下協調障害,嚥下障害",R13,CS
飲み込む機能の障害,,,-1,"嚥下協調障害,嚥下障害",R13,CS
誤嚥,,,-1,"嚥下協調障害,嚥下障害",R13,CS
喉痛,,,-1,"嚥下協調障害,嚥下障害",R13,CS
食べ物を飲み込むのに支障がある,,,-1,"嚥下協調障害,嚥下障害",R13,CS
食道炎,,,-1,"嚥下協調障害,嚥下障害",R13,CS
呑み込みにくい,,,-1,"嚥下協調障害,嚥下障害",R13,CS
うまく飲み込めないこと,,,-1,嚥下困難,R13,CS
うまく食べ物を飲み込めない,,,-1,嚥下困難,R13,CS
のみこむのがこんなん,,,-1,嚥下困難,R13,CS
のみこめない,,,-1,嚥下困難,R13,CS
飲み込みができない,,,-1,嚥下困難,R13,CS
飲み込みにくく感じる,,,-1,嚥下困難,R13,CS
飲み込み困難,,,-1,嚥下困難,R13,CS
飲み込み障害,,,-1,嚥下困難,R13,CS
飲み込むづらい感じ,,,-1,嚥下困難,R13,CS
飲み込むのが難しいと感じる,,,-1,嚥下困難,R13,CS
飲み込む力がよわくなる,,,-1,嚥下困難,R13,CS
飲めない,,,-1,嚥下困難,R13,CS
飲んだり食べたりするのに違和感がある,,,-1,嚥下困難,R13,CS
噛んで飲み込むことができないまたはできずらい,,,-1,嚥下困難,R13,CS
呼吸劣化,,,-1,嚥下困難,R13,CS
喉が詰まる,,,-1,嚥下困難,R13,CS
喉が苦しい,,,-1,嚥下困難,R13,CS
喉の閉塞感,,,-1,嚥下困難,R13,CS
食べ物が喉につまる,,,-1,嚥下困難,R13,CS
食べ物を上手に飲み込めない状態,,,-1,嚥下困難,R13,CS
窒素,,,-1,嚥下困難,R13,CS
吐き戻し困難,,,-1,嚥下困難,R13,CS
吐くの難しい,,,-1,嚥下困難,R13,CS
呑み込みが悪い,,,-1,嚥下困難,R13,CS
呑み込めない,,,-1,嚥下困難,R13,CS
物を飲み込みにくい,,,-1,嚥下困難,R13,CS
物を飲み込むのが難しい,,,-1,嚥下困難,R13,CS
嚥下の難しい状態,,,-1,嚥下困難,R13,CS
嚥下困難,,,-1,嚥下困難,R13,CS
嚥下障害,,,-1,嚥下困難,R13,CS
のみこみ,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
のみこめ,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
のみにくく,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
むせ,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲みこみ,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲みこめ,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲みづらい,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲みにくい,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲みにくく,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲み込み,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲み込め,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
飲めない,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
気管に入りそうになる,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
服用しにくく,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
服用にくい,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
服用困難,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
嚥下困難,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
嚥下障害,-1,-1,-1,"嚥下困難,嚥下障害",R13,AEX
うまく飲み込めない,,,-1,嚥下障害,R13,CS
えんげにしょうがいがある,,,-1,嚥下障害,R13,CS
どっかおかしい,,,-1,嚥下障害,R13,CS
ものが食べにくい,,,-1,嚥下障害,R13,CS
ものが呑み込めない,,,-1,嚥下障害,R13,CS
よぬ飲み込めない,,,-1,嚥下障害,R13,CS
飲み込みできない,,,-1,嚥下障害,R13,CS
飲み込みにくさ,,,-1,嚥下障害,R13,CS
飲み込み辛い,,,-1,嚥下障害,R13,CS
飲み込み難い,,,-1,嚥下障害,R13,CS
飲み込み不全,,,-1,嚥下障害,R13,CS
飲み込むことができない,,,-1,嚥下障害,R13,CS
飲み込むのが困難,,,-1,嚥下障害,R13,CS
飲み込むのが難しい,,,-1,嚥下障害,R13,CS
飲み込む際に間違って気道に入る,,,-1,嚥下障害,R13,CS
飲み込む時につっかえる,,,-1,嚥下障害,R13,CS
飲み込めなくなる,,,-1,嚥下障害,R13,CS
飲み込めへん,,,-1,嚥下障害,R13,CS
誤飲,,,-1,嚥下障害,R13,CS
喉に違和感,,,-1,嚥下障害,R13,CS
喉に詰まる,,,-1,嚥下障害,R13,CS
上手く飲み込めない,,,-1,嚥下障害,R13,CS
上手に食べ物を飲み込めないこと,,,-1,嚥下障害,R13,CS
食べ物が呑み込めない,,,-1,嚥下障害,R13,CS
食べ物を飲み込めない,,,-1,嚥下障害,R13,CS
食道の異常,,,-1,嚥下障害,R13,CS
呑み込みが困難,,,-1,嚥下障害,R13,CS
呑み込み機能障害,,,-1,嚥下障害,R13,CS
呑み込むことが難しくなること,,,-1,嚥下障害,R13,CS
飯が喉を通らない,,,-1,嚥下障害,R13,CS
物を飲み込むのが困難な状態,,,-1,嚥下障害,R13,CS
げつう,,,-1,嚥下痛,R13,CS
げろいた,,,-1,嚥下痛,R13,CS
ゲロ痛,,,-1,嚥下痛,R13,CS
のどが痛い,,,-1,嚥下痛,R13,CS
のどの痛み,,,-1,嚥下痛,R13,CS
ノド荒れ,,,-1,嚥下痛,R13,CS
のみこみずらい,,,-1,嚥下痛,R13,CS
わからない,,,-1,嚥下痛,R13,CS
咽頭痛,,,-1,嚥下痛,R13,CS
飲みこむ時に痛い,,,-1,嚥下痛,R13,CS
飲み込み時に痛みがある,,,-1,嚥下痛,R13,CS
飲み込むときに喉が痛い,,,-1,嚥下痛,R13,CS
飲み込むときに痛い,,,-1,嚥下痛,R13,CS
飲み込むときに痛みがある,,,-1,嚥下痛,R13,CS
飲み込むときに痛みがあること,,,-1,嚥下痛,R13,CS
飲み込むとき痛い,,,-1,嚥下痛,R13,CS
飲み込むと痛い,,,-1,嚥下痛,R13,CS
飲み込むの時痛い,,,-1,嚥下痛,R13,CS
飲み込む時に痛くなること,,,-1,嚥下痛,R13,CS
飲み込む時の喉の痛み,,,-1,嚥下痛,R13,CS
飲み込む時の痛み,,,-1,嚥下痛,R13,CS
喉頭炎,,,-1,嚥下痛,R13,CS
嚥下時に誘発される疼痛,,,-1,嚥下痛,R13,CS
掌がイボイボ,イボイボ,掌,,疣贅,B07,Web
掌がプツプツ,プツプツ,掌,,疣贅,B07,Web
掌がボツボツ,ボツボツ,掌,,疣贅,B07,Web
掌にイボイボがある,イボイボ,掌,-1,疣贅,B07,Web
かひ,,,-1,痂皮,R238,CS
たこ,,,-1,痂皮,R238,CS
ふけ,,,-1,痂皮,R238,CS
傷がついた皮膚,,,-1,痂皮,R238,CS
肌がかゆい,,,-1,痂皮,R238,CS
皮膚,,,-1,痂皮,R238,CS
皮膚の病気,,,-1,痂皮,R238,CS
あしいた,,,-1,疼痛,R529,CS
あしいたい,,,-1,疼痛,R529,CS
あしのいたみ,,,-1,疼痛,R529,CS
いたい,-1,-1,-1,疼痛,R529,AEX
いたく,-1,-1,-1,疼痛,R529,AEX
いたさ,-1,-1,-1,疼痛,R529,AEX
いたみ,-1,-1,-1,疼痛,R529,AEX
いでえ,,,-1,疼痛,R529,CS
うずく,,,-1,疼痛,R529,CS
うずくような痛みのこと,,,-1,疼痛,R529,CS
うづく,,,-1,疼痛,R529,CS
おかしいところ,,,-1,疼痛,R529,CS
かゆい,,,-1,疼痛,R529,CS
さしこむ,,,-1,疼痛,R529,CS
しびれる,,,-1,疼痛,R529,CS
じんじん,,,-1,疼痛,R529,CS
じんじん,-1,-1,-1,疼痛,R529,AEX
ジンジン,-1,-1,-1,疼痛,R529,AEX
じんじんする,,,-1,疼痛,R529,CS
じんじん痛い,,,-1,疼痛,R529,CS
ズキズキ,,,-1,疼痛,R529,CS
ずきずきいたい,,,-1,疼痛,R529,CS
ズキズキやめる　,,,-1,疼痛,R529,CS
ずきずき痛い,,,-1,疼痛,R529,CS
ずきずき痛む,,,-1,疼痛,R529,CS
ズキズキ痛む,,,-1,疼痛,R529,CS
すごく痛い,,,-1,疼痛,R529,CS
チクチク,,,-1,疼痛,R529,CS
チクチクする,,,-1,疼痛,R529,CS
チクチクする痛み,,,-1,疼痛,R529,CS
ヅキヅキ,,,-1,疼痛,R529,CS
つらい,,,-1,疼痛,R529,CS
でら痛い,,,-1,疼痛,R529,CS
とうつう,,,-1,疼痛,R529,CS
とても痛い,,,-1,疼痛,R529,CS
にぶい痛み,,,-1,疼痛,R529,CS
はげしいいたみ,,,-1,疼痛,R529,CS
ひどい痛み,,,-1,疼痛,R529,CS
ひりひり,-1,-1,-1,疼痛,R529,AEX
ヒリヒリ,-1,-1,-1,疼痛,R529,AEX
ぴりぴり,-1,-1,-1,疼痛,R529,AEX
めっさいたい,,,-1,疼痛,R529,CS
めっちゃ痛い,,,-1,疼痛,R529,CS
やめる　,,,-1,疼痛,R529,CS
異常な刺激,,,-1,疼痛,R529,CS
鋭通,,,-1,疼痛,R529,CS
下肢静脈瘤,,,-1,疼痛,R529,CS
下半身がうずく,,,-1,疼痛,R529,CS
下半身が痛い,,,-1,疼痛,R529,CS
下半身が痛むこと,,,-1,疼痛,R529,CS
下半身の痛み,,,-1,疼痛,R529,CS
顎があれてる,-1,顎,-1,疼痛,R529,AEX
顎がひりひり,-1,顎,-1,疼痛,R529,AEX
顎がヒリヒリ,-1,顎,-1,疼痛,R529,AEX
顎がぴりぴり,-1,顎,-1,疼痛,R529,AEX
顎が痛い,-1,顎,-1,疼痛,R529,AEX
関節などの痛み,,,-1,疼痛,R529,CS
顔があれてる,-1,顔,-1,疼痛,R529,AEX
顔がひりひり,-1,顔,-1,疼痛,R529,AEX
顔がヒリヒリ,-1,顔,-1,疼痛,R529,AEX
顔がぴりぴり,-1,顔,-1,疼痛,R529,AEX
顔が痛い,-1,顔,-1,疼痛,R529,AEX
脚の痛み,,,-1,疼痛,R529,CS
脚疼痛,,,-1,疼痛,R529,CS
苦痛,,,-1,疼痛,R529,CS
激しい傷み,,,-1,疼痛,R529,CS
激しい痛さ,,,-1,疼痛,R529,CS
激しい痛み,,,-1,疼痛,R529,CS
激痛,,,-1,疼痛,R529,CS
喉痛い,,,-1,疼痛,R529,CS
腰から下が痛い,,,-1,疼痛,R529,CS
腰下肢痛,,,-1,疼痛,R529,CS
坐骨神経痛,,,-1,疼痛,R529,CS
刺すような痛み,,,-1,疼痛,R529,CS
指があれてる,-1,指,-1,疼痛,R529,AEX
指がひりひり,-1,指,-1,疼痛,R529,AEX
指がヒリヒリ,-1,指,-1,疼痛,R529,AEX
指がぴりぴり,-1,指,-1,疼痛,R529,AEX
指が痛い,-1,指,-1,疼痛,R529,AEX
死ぬほど痛い,,,-1,疼痛,R529,CS
手があれてる,-1,手,-1,疼痛,R529,AEX
手がひりひり,-1,手,-1,疼痛,R529,AEX
手がヒリヒリ,-1,手,-1,疼痛,R529,AEX
手がぴりぴり,-1,手,-1,疼痛,R529,AEX
手が痛い,-1,手,-1,疼痛,R529,AEX
瞬痛症候群,,,-1,疼痛,R529,CS
辛い,,,-1,疼痛,R529,CS
足があれてる,-1,足,-1,疼痛,R529,AEX
足がうずく,,,-1,疼痛,R529,CS
足がうずくように痛い,,,-1,疼痛,R529,CS
足がジンジン痛む,,,-1,疼痛,R529,CS
足がズキズキ,,,-1,疼痛,R529,CS
足がズキズキすること,,,-1,疼痛,R529,CS
足がずきずき痛む,,,-1,疼痛,R529,CS
足がひりひり,-1,足,-1,疼痛,R529,AEX
足がヒリヒリ,-1,足,-1,疼痛,R529,AEX
足がぴりぴり,-1,足,-1,疼痛,R529,AEX
足が痛い,-1,足,-1,疼痛,R529,AEX
足が疼く痛み,,,-1,疼痛,R529,CS
足のかゆみ,,,-1,疼痛,R529,CS
足のズキズキ,,,-1,疼痛,R529,CS
足の痛み,,,-1,疼痛,R529,CS
足や脚の痛み,,,-1,疼痛,R529,CS
耐えられない痛み,,,-1,疼痛,R529,CS
痛,-1,-1,-1,疼痛,R529,AEX
痛い,-1,-1,-1,疼痛,R529,AEX
痛いわぁ,,,-1,疼痛,R529,CS
痛く,-1,-1,-1,疼痛,R529,AEX
痛すぎる,,,-1,疼痛,R529,CS
痛み,-1,-1,-1,疼痛,R529,AEX
痛みがはげしい,,,-1,疼痛,R529,CS
痛風,,,-1,疼痛,R529,CS
頭が痛い,,,-1,疼痛,R529,CS
肉体的に苦しい,,,-1,疼痛,R529,CS
皮膚があれてる,-1,-1,-1,疼痛,R529,AEX
皮膚がひりひり,-1,-1,-1,疼痛,R529,AEX
皮膚がヒリヒリ,-1,-1,-1,疼痛,R529,AEX
皮膚がぴりぴり,-1,-1,-1,疼痛,R529,AEX
皮膚が痛い,-1,-1,-1,疼痛,R529,AEX
非常にはげしい痛み,,,-1,疼痛,R529,CS
非常に痛い,,,-1,疼痛,R529,CS
物凄くいたい,,,-1,疼痛,R529,CS
慢性痛,,,-1,疼痛,R529,CS
目の周りがあれてる,-1,目,-1,疼痛,R529,AEX
目の周りがひりひり,-1,目,-1,疼痛,R529,AEX
目の周りがヒリヒリ,-1,目,-1,疼痛,R529,AEX
目の周りがぴりぴり,-1,目,-1,疼痛,R529,AEX
目の周りが痛い,-1,目,-1,疼痛,R529,AEX
疼くような痛み,,,-1,疼痛,R529,CS
けいれん,-1,-1,-1,痙攣,R252,AEX
ケイレン,-1,-1,-1,痙攣,R252,AEX
しびれだ,,,-1,痙攣,R252,CS
しびれて震える,,,-1,痙攣,R252,CS
スパズムspasm,,,-1,痙攣,R252,CS
つる,,,-1,痙攣,R252,CS
なしなし,,,-1,痙攣,R252,CS
ひくひく,,,-1,痙攣,R252,CS
びくびく,,,-1,痙攣,R252,CS
ビクビク,,,-1,痙攣,R252,CS
ピクピク,,,-1,痙攣,R252,CS
ビクビクする,,,-1,痙攣,R252,CS
ピクピクする,,,-1,痙攣,R252,CS
ふるえ,,,-1,痙攣,R252,CS
ふるえる,,,-1,痙攣,R252,CS
ブルブルしとる,,,-1,痙攣,R252,CS
ぶるぶるする,,,-1,痙攣,R252,CS
意識とは関係なく体が硬直したり震える,,,-1,痙攣,R252,CS
意識とは無関係の異常な手足の動き,,,-1,痙攣,R252,CS
意図しない手足等の異常な痺れなど,,,-1,痙攣,R252,CS
筋肉がひきつる,,,-1,痙攣,R252,CS
筋肉が発作的に収縮する事,,,-1,痙攣,R252,CS
筋肉のひきつり,,,-1,痙攣,R252,CS
筋肉の激しい収縮,,,-1,痙攣,R252,CS
激しく震える,,,-1,痙攣,R252,CS
細かく震える,,,-1,痙攣,R252,CS
自分の意思に関係なくしびれること,,,-1,痙攣,R252,CS
惹き付け,,,-1,痙攣,R252,CS
勝手に震えが起こる,,,-1,痙攣,R252,CS
身体がガタガタピクピクする,,,-1,痙攣,R252,CS
身体がひきつる,,,-1,痙攣,R252,CS
身体がビクビクする,,,-1,痙攣,R252,CS
震えてる,,,-1,痙攣,R252,CS
震えること,,,-1,痙攣,R252,CS
体が細かく震える,,,-1,痙攣,R252,CS
体が思うように動かない,,,-1,痙攣,R252,CS
体が勝手に震える,,,-1,痙攣,R252,CS
体が震えている,,,-1,痙攣,R252,CS
体が震える,,,-1,痙攣,R252,CS
体が痺れる,,,-1,痙攣,R252,CS
体の震え,,,-1,痙攣,R252,CS
痙攣,-1,-1,-1,痙攣,R252,AEX
痺れ,,,-1,痙攣,R252,CS
30分以上続く痙攣,,,-1,痙攣重積発作,R568,CS
かなしばり,,,-1,痙攣重積発作,R568,CS
ひどく痺れる状態が続いている,,,-1,痙攣重積発作,R568,CS
まひなどが重なって起きてる,,,-1,痙攣重積発作,R568,CS
まひなどが重なる,,,-1,痙攣重積発作,R568,CS
持続痙攣,,,-1,痙攣重積発作,R568,CS
重い痙攣,,,-1,痙攣重積発作,R568,CS
重い痙攣が続く,,,-1,痙攣重積発作,R568,CS
体中がぴくぴくする,,,-1,痙攣重積発作,R568,CS
痙攣がひどくなる,,,-1,痙攣重積発作,R568,CS
痙攣が重い状態,,,-1,痙攣重積発作,R568,CS
痙攣が続いている症状,,,-1,痙攣重積発作,R568,CS
痙攣が続く,,,-1,痙攣重積発作,R568,CS
痙攣が頻発する,,,-1,痙攣重積発作,R568,CS
痙攣発作が30分以上持続すること,,,-1,痙攣重積発作,R568,CS
痙攣発作を反復し発作間欠期にも意識が回復しない状態が30分以上続くこと,,,-1,痙攣重積発作,R568,CS
痙攣麻痺,,,-1,痙攣重積発作,R568,CS
けいれんの発作,,,-1,痙攣発作,R568,CS
てんかん発作,,,-1,痙攣発作,R568,CS
ひきつけ,,,-1,痙攣発作,R568,CS
びくびくする,,,-1,痙攣発作,R568,CS
ふるえる発作,,,-1,痙攣発作,R568,CS
急にブルブル震えだす,,,-1,痙攣発作,R568,CS
手がしびれたり異常な動きする,,,-1,痙攣発作,R568,CS
全身の痙攣,,,-1,痙攣発作,R568,CS
体の震えが急におこる,,,-1,痙攣発作,R568,CS
突然ぴくぴくする,,,-1,痙攣発作,R568,CS
突然体が意思に反してブルブルまたはピクピクと動く,,,-1,痙攣発作,R568,CS
突然体が震えだす,,,-1,痙攣発作,R568,CS
発作,,,-1,痙攣発作,R568,CS
発作がでる,,,-1,痙攣発作,R568,CS
発作を起こす,,,-1,痙攣発作,R568,CS
痙攣がおこる,,,-1,痙攣発作,R568,CS
痙攣が起きる,,,-1,痙攣発作,R568,CS
痙攣をおこす,,,-1,痙攣発作,R568,CS
痙攣を伴う発作,,,-1,痙攣発作,R568,CS
しびれ,-1,-1,-1,痺れ,R208,AEX
痺れ,-1,-1,-1,痺れ,R208,AEX
ショウモウセイガンケンエン,-1,-1,-1,睫毛性眼瞼炎,H010,AEX
まつげ,-1,-1,-1,睫毛性眼瞼炎,H010,AEX
まつ毛,-1,-1,-1,睫毛性眼瞼炎,H010,AEX
睫毛,-1,-1,-1,睫毛性眼瞼炎,H010,AEX
睫毛性眼瞼炎,-1,-1,-1,睫毛性眼瞼炎,H010,AEX
眩しい,-1,-1,-1,羞明,H531,AEX
眩しくて,-1,-1,-1,羞明,H531,AEX
眩しさ,-1,-1,-1,羞明,H531,AEX
脇がチクチク,チクチク,脇,,腋窩部痛,M2551,Web
腋がチクチク,チクチク,腋,,腋窩部痛,M2551,Web
巨脾症,,,-1,脾腫,R161,CS
腫れ物,,,-1,脾腫,R161,CS
内臓が腫れている,,,-1,脾腫,R161,CS
膨れあがり,,,-1,脾腫,R161,CS
脾腫,,,-1,脾腫,R161,CS
脾臓が拡大,,,-1,脾腫,R161,CS
脾臓が腫れている,,,-1,脾腫,R161,CS
脾臓が腫れる,,,-1,脾腫,R161,CS
脾臓が腫大,,,-1,脾腫,R161,CS
脾臓の疾患,,,-1,脾腫,R161,CS
脾臓の腫れ,,,-1,脾腫,R161,CS
脾臓の腫瘍,,,-1,脾腫,R161,CS
脾臓腫大,,,-1,脾腫,R161,CS
脾臓腫瘍,,,-1,脾腫,R161,CS
脾臓肥大,,,-1,脾腫,R161,CS
けんしょうえん,-1,-1,-1,腱鞘炎,M6599,AEX
腱鞘炎,-1,-1,-1,腱鞘炎,M6599,AEX
ぼうこうえん,-1,膀胱,-1,膀胱炎,N309,AEX
膀胱炎,-1,膀胱,-1,膀胱炎,N309,AEX
すい臓がん,-1,膵臓,-1,膵癌,C259,AEX
膵癌,-1,膵臓,-1,膵癌,C259,AEX
膵臓ガン,-1,膵臓,-1,膵癌,C259,AEX
すいぞうひだい,,,-1,膵腫大,R933,CS
すい臓の腫れ,,,-1,膵腫大,R933,CS
臓が膨れて厚みがある,,,-1,膵腫大,R933,CS
肥大,,,-1,膵腫大,R933,CS
分かりません,,,-1,膵腫大,R933,CS
膵腫大,,,-1,膵腫大,R933,CS
膵腫瘍,,,-1,膵腫大,R933,CS
膵臓が拡大,,,-1,膵腫大,R933,CS
膵臓が腫れている,,,-1,膵腫大,R933,CS
膵臓が腫れてる,,,-1,膵腫大,R933,CS
膵臓が腫れて大きくなっている,,,-1,膵腫大,R933,CS
膵臓が腫れて大きくなってる,,,-1,膵腫大,R933,CS
膵臓が腫れて壁の厚みが厚くなっている状態,,,-1,膵腫大,R933,CS
膵臓が腫れる,,,-1,膵腫大,R933,CS
膵臓が大きくなる,,,-1,膵腫大,R933,CS
膵臓にある大きい主要,,,-1,膵腫大,R933,CS
膵臓のできもの,,,-1,膵腫大,R933,CS
膵臓のはれ,,,-1,膵腫大,R933,CS
膵臓の腫れ,,,-1,膵腫大,R933,CS
膵臓腫瘍肥大,,,-1,膵腫大,R933,CS
膵臓肥大,,,-1,膵腫大,R933,CS
爪先がズキンズキン,ズキンズキン,爪先,,趾痛,M7967,Web
LDHが高い,,,-1,,,CS
ＬＤＨが高い,,,-1,,,CS
ＬＤＨ血症がたかい,,,-1,,,CS
LDH値が高い症状,,,-1,,,CS
あさ,,,-1,,,CS
コレステロールが高い,,,-1,,,CS
じょうみゃくにあながあいた,,,-1,,,CS
どうせいひんみゃく,,,-1,,,CS
にさんかたんそなるこーしす,,,-1,,,CS
はだのしたでふしがいたい,,,-1,,,CS
ふしくれ,,,-1,,,CS
ほほがピンク,,,-1,,,CS
リウマトイド結節,,,-1,,,CS
悪玉コレステロールが高い,,,-1,,,CS
悪玉コレステロール値が高い,,,-1,,,CS
過呼吸症候群,,,-1,,,CS
関節リウマチ,,,-1,,,CS
胸の前あたりの痛み,,,-1,,,CS
胸の前の部分が痛い,,,-1,,,CS
胸の前の方が痛い,,,-1,,,CS
胸の前側が痛い,,,-1,,,CS
胸の前部が痛い,,,-1,,,CS
胸元の痛み,,,-1,,,CS
胸部のいたみ,,,-1,,,CS
血がどろどろ,,,-1,,,CS
血液がどろどろ,,,-1,,,CS
血液が流れにくい,,,-1,,,CS
血液中に二酸化炭素が多い状態,,,-1,,,CS
血液中のLDHが高い,,,-1,,,CS
血液中の脂質の数値が高い症状,,,-1,,,CS
血中のLDHが高い,,,-1,,,CS
血中二酸化炭素の濃度が上がる,,,-1,,,CS
高コレステロール血症,,,-1,,,CS
高コレステロール症,,,-1,,,CS
高脂質症,,,-1,,,CS
脂質異常,,,-1,,,CS
心筋症,,,-1,,,CS
心臓の鼓動リズムが狂う,,,-1,,,CS
心拍が100拍/分以上の規則正しい頻脈,,,-1,,,CS
前胸痛,,,-1,,,CS
前胸部痛,,,-1,,,CS
前胸部疼痛,,,-1,,,CS
前部胸痛,,,-1,,,CS
炭酸ガスナルコーシス,,,-1,,,CS
頭の前が痛いこと,,,-1,,,CS
動悸がする,,,-1,,,CS
洞頻脈,,,-1,,,CS
二酸化炭素と麻酔作用,,,-1,,,CS
二酸化炭素による看護婦呼ぶセンサー,,,-1,,,CS
二酸化炭素の呼吸調節系への麻酔作用,,,-1,,,CS
皮膚の下に固いしこりがある,,,-1,,,CS
皮膚の下のグリグリ,,,-1,,,CS
皮膚の下のシコリ,,,-1,,,CS
皮膚の下の異常,,,-1,,,CS
